"","Element ID","/Layer_1/Non-ponded Ag. Supply Requirement(AF/year)"
"6675",6675,46.9143678340445
"6676",6676,99.3395384886393
"6677",6677,169.556815774275
"6678",6678,136.988651860629
"6679",6679,155.967168127657
"6680",6680,157.00500005343
"6681",6681,72.9005607020593
"6682",6682,83.4347768785522
"6683",6683,464.158353666129
"6684",6684,222.260481751426
"6685",6685,76.1952941557584
"6686",6686,147.355889838151
"6687",6687,0
"6688",6688,787.525137197873
"6689",6689,241.837575149265
"6690",6690,0
"6691",6691,38.7969662338753
"6692",6692,96.2263925494197
"6693",6693,115.70188254426
"6694",6694,229.910536953464
"6695",6695,292.838019155119
"6696",6696,7.26451456860036
"6697",6697,69.5658341949323
"6698",6698,211.171739056934
"6699",6699,571.472465051704
"6700",6700,191.003599248001
"6701",6701,165.464954444487
"6702",6702,419.457558293497
"6703",6703,0
"6704",6704,0
"6705",6705,0
"6706",6706,0
"6707",6707,0
"6708",6708,0
"6709",6709,774.578461313102
"6710",6710,1252.74380418426
"6711",6711,738.118737056798
"6712",6712,521.351703234115
"6713",6713,550.727000226938
"6714",6714,466.555841044333
"6715",6715,690.494030986992
"6716",6716,506.606338807655
"6717",6717,328.364847910156
"6718",6718,521.845329570424
"6719",6719,393.234516701185
"6720",6720,283.70595233608
"6721",6721,122.295789646819
"6722",6722,85.9574075600701
"6723",6723,344.627902833161
"6724",6724,339.275427978797
"6725",6725,453.547031257904
"6726",6726,816.148080119742
"6727",6727,801.450514865791
"6728",6728,0
"6729",6729,0
"6730",6730,0
"6731",6731,0
"6732",6732,797.093227015162
"6733",6733,311.472052727077
"6734",6734,467.86926905277
"6735",6735,686.063461866148
"6736",6736,0
"6737",6737,0
"6738",6738,0
"6739",6739,36.890161067642
"6740",6740,0
"6741",6741,6.29902474028794
"6742",6742,0
"6743",6743,0
"6744",6744,0
"6745",6745,0
"6746",6746,0
"6747",6747,0
"6748",6748,0
"6749",6749,0
"6750",6750,0
"6751",6751,0
"6752",6752,0
"6753",6753,0
"6754",6754,335.095379825353
"6755",6755,1213.87940739031
"6756",6756,1280.8981746363
"6757",6757,1012.75133450845
"6758",6758,1476.81705339031
"6759",6759,1499.4314034894
"6760",6760,1168.18025577572
"6761",6761,1199.33456746223
"6762",6762,966.444616647702
"6763",6763,1361.70921200321
"6764",6764,985.546967450926
"6765",6765,732.045963430303
"6766",6766,353.700363425941
"6767",6767,120.771501059535
"6768",6768,65.5986696775788
"6769",6769,0
"6770",6770,0
"6771",6771,443.705039438944
"6772",6772,0
"6773",6773,0
"6774",6774,0
"6775",6775,0
"6776",6776,678.630611784681
"6777",6777,713.663959876565
"6778",6778,559.022597697508
"6779",6779,434.559562475999
"6780",6780,367.234519124292
"6781",6781,201.887534194442
"6782",6782,169.346591468501
"6783",6783,51.892814159162
"6784",6784,43.0050926811805
"6785",6785,28.2422925303062
"6786",6786,57.8773338320433
"6787",6787,175.676032718691
"6788",6788,220.400491756815
"6789",6789,222.464971529316
"6790",6790,177.912227212311
"6791",6791,0
"6792",6792,0
"6793",6793,0
"6794",6794,337.40875459284
"6795",6795,122.217833287452
"6796",6796,144.546097197093
"6797",6797,330.306116338741
"6798",6798,212.152894958349
"6799",6799,0
"6800",6800,298.404338912137
"6801",6801,328.907261315292
"6802",6802,6.41656594644703
"6803",6803,487.327264289212
"6804",6804,182.566285248175
"6805",6805,194.180369594299
"6806",6806,316.573923392719
"6807",6807,197.924301177942
"6808",6808,0
"6809",6809,0
"6810",6810,46.9268932960046
"6811",6811,0
"6812",6812,153.523624305723
"6813",6813,0
"6814",6814,0
"6815",6815,0
"6816",6816,0
"6817",6817,595.723775209482
"6818",6818,1055.19102399463
"6819",6819,580.620807242246
"6820",6820,431.947276549764
"6821",6821,684.394959434615
"6822",6822,569.53776700506
"6823",6823,646.998217441444
"6824",6824,270.826452605243
"6825",6825,190.332111339501
"6826",6826,353.971139275087
"6827",6827,224.699273402347
"6828",6828,88.3069453485103
"6829",6829,128.256270854095
"6830",6830,129.606681785674
"6831",6831,465.211817632036
"6832",6832,406.45404761288
"6833",6833,629.6818105376
"6834",6834,581.053238955794
"6835",6835,0
"6836",6836,0
"6837",6837,0
"6838",6838,0
"6839",6839,529.515209204405
"6840",6840,371.608492736477
"6841",6841,232.358348556992
"6842",6842,319.642789654032
"6843",6843,99.0910783077938
"6844",6844,224.196991352068
"6845",6845,0
"6846",6846,0
"6847",6847,0
"6848",6848,0
"6849",6849,0
"6850",6850,0
"6851",6851,0
"6852",6852,0
"6853",6853,0
"6854",6854,0
"6855",6855,0
"6856",6856,0
"6857",6857,0
"6858",6858,0
"6859",6859,0
"6860",6860,0
"6861",6861,0
"6862",6862,0
"6863",6863,1064.91892765277
"6864",6864,1208.34150536977
"6865",6865,1664.87097114973
"6866",6866,1698.01664206429
"6867",6867,1692.38606378935
"6868",6868,976.271416763934
"6869",6869,1734.55675837423
"6870",6870,1457.56616515472
"6871",6871,1072.45877000036
"6872",6872,618.789937633898
"6873",6873,923.958082970599
"6874",6874,161.488304257572
"6875",6875,120.802430901041
"6876",6876,109.561728525056
"6877",6877,0
"6878",6878,35.0363807730228
"6879",6879,0
"6880",6880,0
"6881",6881,0
"6882",6882,0
"6883",6883,0
"6884",6884,0
"6885",6885,607.810150773846
"6886",6886,674.954347076863
"6887",6887,784.471112866328
"6888",6888,725.467422071188
"6889",6889,525.219073672009
"6890",6890,293.731012973861
"6891",6891,242.451596491312
"6892",6892,118.778050927105
"6893",6893,117.642521457509
"6894",6894,115.901141007711
"6895",6895,18.9406319567782
"6896",6896,147.59211814281
"6897",6897,47.7332782211584
"6898",6898,203.814523658116
"6899",6899,78.1525499753209
"6900",6900,0
"6901",6901,0
"6902",6902,0
"6903",6903,0
"6904",6904,0
"6905",6905,0
"6906",6906,0
"6907",6907,186.508241738533
"6908",6908,265.093759246931
"6909",6909,233.218373116114
"6910",6910,265.058630325108
"6911",6911,0
"6912",6912,0
"6913",6913,164.915730813958
"6914",6914,179.239547592748
"6915",6915,0
"6916",6916,99.0998731363175
"6917",6917,0
"6918",6918,0
"6919",6919,0
"6920",6920,0
"6921",6921,0
"6922",6922,0
"6923",6923,0
"6924",6924,0
"6925",6925,436.836351740505
"6926",6926,1280.09710984042
"6927",6927,0
"6928",6928,0
"6929",6929,0
"6930",6930,893.844568697947
"6931",6931,594.68317269996
"6932",6932,161.393010748806
"6933",6933,437.367170607109
"6934",6934,158.55851143891
"6935",6935,384.153768075709
"6936",6936,83.8369040165576
"6937",6937,299.216008466546
"6938",6938,529.427919435804
"6939",6939,163.996887915014
"6940",6940,188.873085573104
"6941",6941,462.680765861958
"6942",6942,255.047190950734
"6943",6943,618.60187530282
"6944",6944,0
"6945",6945,0
"6946",6946,464.537071298983
"6947",6947,410.17983258409
"6948",6948,553.136145151286
"6949",6949,154.12713625529
"6950",6950,270.082100086802
"6951",6951,288.570939224833
"6952",6952,359.223216407536
"6953",6953,1131.77793486651
"6954",6954,130.240576262558
"6955",6955,534.437687774717
"6956",6956,1114.61301057276
"6957",6957,119.671446057202
"6958",6958,609.133850880041
"6959",6959,0
"6960",6960,0
"6961",6961,0
"6962",6962,0
"6963",6963,0
"6964",6964,597.711671673914
"6965",6965,34.0255709051359
"6966",6966,437.112289793768
"6967",6967,0
"6968",6968,0
"6969",6969,0
"6970",6970,0
"6971",6971,0
"6972",6972,0
"6973",6973,0
"6974",6974,0
"6975",6975,0
"6976",6976,234.037458803485
"6977",6977,270.94812330312
"6978",6978,991.350689831258
"6979",6979,526.00962592278
"6980",6980,67.1403799068944
"6981",6981,1465.30746269355
"6982",6982,1664.77492702978
"6983",6983,1787.1682809626
"6984",6984,1265.25756879843
"6985",6985,363.973740282732
"6986",6986,996.872085696792
"6987",6987,685.472856260808
"6988",6988,341.746937943064
"6989",6989,107.700269303531
"6990",6990,183.642902232064
"6991",6991,46.6048875329529
"6992",6992,0
"6993",6993,0
"6994",6994,0
"6995",6995,0
"6996",6996,0
"6997",6997,0
"6998",6998,0
"6999",6999,0
"7000",7000,537.51110581244
"7001",7001,0
"7002",7002,686.564597549259
"7003",7003,669.051581021074
"7004",7004,607.627839338619
"7005",7005,253.510580922902
"7006",7006,421.111932139743
"7007",7007,218.314513788085
"7008",7008,92.7704055199992
"7009",7009,48.9547402092621
"7010",7010,27.5497351348496
"7011",7011,105.944101260792
"7012",7012,72.3242371080932
"7013",7013,87.402256408941
"7014",7014,155.974832672185
"7015",7015,144.770990383855
"7016",7016,422.684403893213
"7017",7017,0
"7018",7018,0
"7019",7019,0
"7020",7020,0
"7021",7021,0
"7022",7022,273.104065042137
"7023",7023,324.2158146282
"7024",7024,0
"7025",7025,500.789219017816
"7026",7026,0
"7027",7027,292.581716597576
"7028",7028,0
"7029",7029,0
"7030",7030,0
"7031",7031,0
"7032",7032,0
"7033",7033,0
"7034",7034,0
"7035",7035,0
"7036",7036,0
"7037",7037,0
"7038",7038,0
"7039",7039,0
"7040",7040,0
"7041",7041,1139.90490119427
"7042",7042,511.709212549998
"7043",7043,628.317217699675
"7044",7044,876.550318084648
"7045",7045,0
"7046",7046,0
"7047",7047,0
"7048",7048,0
"7049",7049,0
"7050",7050,458.411416835996
"7051",7051,246.682107648087
"7052",7052,92.534581764811
"7053",7053,328.893702110606
"7054",7054,155.718403977569
"7055",7055,146.75905987244
"7056",7056,350.258446744715
"7057",7057,400.373615679896
"7058",7058,141.243226641964
"7059",7059,443.035246575465
"7060",7060,480.520479676375
"7061",7061,235.615160073657
"7062",7062,0
"7063",7063,0
"7064",7064,189.904169689097
"7065",7065,203.539191800137
"7066",7066,340.471277399622
"7067",7067,80.2168941037252
"7068",7068,160.154418631935
"7069",7069,69.8294670914857
"7070",7070,220.819906170308
"7071",7071,685.280839124125
"7072",7072,1264.49516292106
"7073",7073,1954.35641301263
"7074",7074,0
"7075",7075,8.28286955862197
"7076",7076,0
"7077",7077,0
"7078",7078,0
"7079",7079,562.447755875427
"7080",7080,444.99808055007
"7081",7081,132.018905628163
"7082",7082,0
"7083",7083,0
"7084",7084,0
"7085",7085,0
"7086",7086,0
"7087",7087,0
"7088",7088,0
"7089",7089,57.0551206942647
"7090",7090,49.9437309684634
"7091",7091,0
"7092",7092,687.846737158344
"7093",7093,1282.21704317489
"7094",7094,1713.3591446797
"7095",7095,974.825274178764
"7096",7096,1279.17051121674
"7097",7097,1051.52256571394
"7098",7098,709.409734242443
"7099",7099,684.767404612918
"7100",7100,592.952853498862
"7101",7101,173.135407025715
"7102",7102,0.428202419031446
"7103",7103,0
"7104",7104,0
"7105",7105,0
"7106",7106,0
"7107",7107,0
"7108",7108,0
"7109",7109,0
"7110",7110,0
"7111",7111,628.880095556663
"7112",7112,616.602448145895
"7113",7113,0
"7114",7114,0
"7115",7115,320.597135625238
"7116",7116,241.78226784359
"7117",7117,70.6234611619508
"7118",7118,175.921472328925
"7119",7119,191.371119942278
"7120",7120,22.8743703407757
"7121",7121,140.864699160221
"7122",7122,0
"7123",7123,0
"7124",7124,0
"7125",7125,0
"7126",7126,0
"7127",7127,176.359812815908
"7128",7128,203.62029925507
"7129",7129,193.191630569083
"7130",7130,259.762474408629
"7131",7131,351.396793043985
"7132",7132,63.0004108185636
"7133",7133,0
"7134",7134,0
"7135",7135,0
"7136",7136,0
"7137",7137,0
"7138",7138,0
"7139",7139,0
"7140",7140,0
"7141",7141,250.471119443684
"7142",7142,1415.16531378245
"7143",7143,737.463634634197
"7144",7144,646.296109554047
"7145",7145,0
"7146",7146,0
"7147",7147,0
"7148",7148,0
"7149",7149,0
"7150",7150,0
"7151",7151,0
"7152",7152,156.425341462344
"7153",7153,287.085464064904
"7154",7154,209.817353723746
"7155",7155,476.666876064868
"7156",7156,446.373594459398
"7157",7157,160.753081942916
"7158",7158,383.405546097671
"7159",7159,366.191395929687
"7160",7160,260.684776432491
"7161",7161,0
"7162",7162,0
"7163",7163,90.4890848092108
"7164",7164,75.6730567754056
"7165",7165,171.205105034369
"7166",7166,811.498670031623
"7167",7167,911.393826590945
"7168",7168,496.758789211621
"7169",7169,447.545262582627
"7170",7170,1350.32828710818
"7171",7171,658.131307628857
"7172",7172,0
"7173",7173,0
"7174",7174,0
"7175",7175,205.102836571533
"7176",7176,148.245430813963
"7177",7177,0
"7178",7178,0
"7179",7179,789.290811111242
"7180",7180,258.060656603877
"7181",7181,0
"7182",7182,0
"7183",7183,0
"7184",7184,0
"7185",7185,0
"7186",7186,0
"7187",7187,0
"7188",7188,0
"7189",7189,44.7884391849337
"7190",7190,41.4686784639239
"7191",7191,0
"7192",7192,90.9730005330638
"7193",7193,677.353184677733
"7194",7194,764.855100152028
"7195",7195,553.066900115686
"7196",7196,341.865713440347
"7197",7197,696.09621186523
"7198",7198,432.660376648322
"7199",7199,768.991095488231
"7200",7200,425.197374158227
"7201",7201,1035.10215514069
"7202",7202,1081.86662819743
"7203",7203,831.121029751797
"7204",7204,471.385358852588
"7205",7205,238.016755479136
"7206",7206,193.148319118997
"7207",7207,59.5280864161719
"7208",7208,0
"7209",7209,0
"7210",7210,0
"7211",7211,0
"7212",7212,0
"7213",7213,0
"7214",7214,0
"7215",7215,0
"7216",7216,0
"7217",7217,0
"7218",7218,0
"7219",7219,194.315827183165
"7220",7220,413.932919510816
"7221",7221,251.63199519616
"7222",7222,184.288607994413
"7223",7223,57.6233819274639
"7224",7224,144.086513192008
"7225",7225,78.3369321086626
"7226",7226,0
"7227",7227,115.484653540425
"7228",7228,0
"7229",7229,0
"7230",7230,137.130133453055
"7231",7231,63.1822165013467
"7232",7232,0
"7233",7233,307.501011492162
"7234",7234,172.956769193048
"7235",7235,358.961760328745
"7236",7236,337.054508891443
"7237",7237,182.928009809772
"7238",7238,150.264033137411
"7239",7239,33.3042007440261
"7240",7240,113.479541995176
"7241",7241,0
"7242",7242,0
"7243",7243,0
"7244",7244,0
"7245",7245,0
"7246",7246,0
"7247",7247,0
"7248",7248,568.84275769237
"7249",7249,809.364059949548
"7250",7250,738.344949465229
"7251",7251,616.762002927773
"7252",7252,620.575077097349
"7253",7253,982.792851691352
"7254",7254,945.801811003783
"7255",7255,1068.56840334274
"7256",7256,0
"7257",7257,0
"7258",7258,0
"7259",7259,524.514812485315
"7260",7260,0
"7261",7261,0
"7262",7262,216.169944905614
"7263",7263,237.050927625003
"7264",7264,212.341230742804
"7265",7265,0
"7266",7266,0
"7267",7267,0
"7268",7268,260.619948354602
"7269",7269,248.216773518859
"7270",7270,833.071853324588
"7271",7271,0
"7272",7272,1557.31808076493
"7273",7273,1208.17355752685
"7274",7274,748.360171880602
"7275",7275,256.282196773756
"7276",7276,0
"7277",7277,0
"7278",7278,0
"7279",7279,0
"7280",7280,169.282089904062
"7281",7281,0
"7282",7282,0
"7283",7283,0
"7284",7284,258.011388879299
"7285",7285,115.138595574538
"7286",7286,453.52797906787
"7287",7287,689.634213285178
"7288",7288,0
"7289",7289,0
"7290",7290,0
"7291",7291,0
"7292",7292,0
"7293",7293,0
"7294",7294,0
"7295",7295,0
"7296",7296,0
"7297",7297,48.2895716089919
"7298",7298,42.9168752041261
"7299",7299,35.0046336886218
"7300",7300,50.7659611464927
"7301",7301,818.302037326974
"7302",7302,251.079552299961
"7303",7303,655.325849456508
"7304",7304,471.79280216688
"7305",7305,189.315631044621
"7306",7306,35.1489034590622
"7307",7307,28.6155202977123
"7308",7308,0
"7309",7309,0
"7310",7310,613.112221463746
"7311",7311,516.038527729983
"7312",7312,344.626757587208
"7313",7313,683.54078256097
"7314",7314,185.085052123732
"7315",7315,66.2289302248043
"7316",7316,137.865593890499
"7317",7317,47.4683992869527
"7318",7318,125.719640933389
"7319",7319,28.592844062457
"7320",7320,95.8366888675458
"7321",7321,180.739831025032
"7322",7322,0
"7323",7323,0
"7324",7324,0
"7325",7325,0
"7326",7326,0
"7327",7327,0
"7328",7328,0
"7329",7329,490.092221316193
"7330",7330,547.079135505525
"7331",7331,475.47146533795
"7332",7332,415.40704364426
"7333",7333,327.888020057602
"7334",7334,318.293408441872
"7335",7335,297.369780102639
"7336",7336,95.2265202057528
"7337",7337,178.050226777142
"7338",7338,101.677724800601
"7339",7339,201.951765300048
"7340",7340,185.519656929544
"7341",7341,315.870041727517
"7342",7342,142.58719608713
"7343",7343,165.134154834973
"7344",7344,122.180452958015
"7345",7345,238.267501161497
"7346",7346,200.254433746162
"7347",7347,459.53334164957
"7348",7348,476.482132949483
"7349",7349,0
"7350",7350,146.963333289391
"7351",7351,0
"7352",7352,0
"7353",7353,0
"7354",7354,0
"7355",7355,0
"7356",7356,0
"7357",7357,0
"7358",7358,0
"7359",7359,0
"7360",7360,676.832834581827
"7361",7361,636.233355745404
"7362",7362,428.258378080095
"7363",7363,816.363253353825
"7364",7364,631.803620600367
"7365",7365,340.3462500908
"7366",7366,518.990513812373
"7367",7367,555.578350938493
"7368",7368,599.130472982931
"7369",7369,381.611851903133
"7370",7370,0
"7371",7371,903.463525339869
"7372",7372,226.974892126526
"7373",7373,213.514459252045
"7374",7374,0
"7375",7375,0
"7376",7376,202.468645626554
"7377",7377,0
"7378",7378,389.493183681697
"7379",7379,0
"7380",7380,0
"7381",7381,113.191707112752
"7382",7382,29.8087149258299
"7383",7383,429.258147590005
"7384",7384,248.46947217993
"7385",7385,0
"7386",7386,0
"7387",7387,0
"7388",7388,707.485059202906
"7389",7389,203.619245293072
"7390",7390,889.572698597575
"7391",7391,1125.32379626485
"7392",7392,0
"7393",7393,0
"7394",7394,0
"7395",7395,0
"7396",7396,0
"7397",7397,645.793348151873
"7398",7398,0
"7399",7399,0
"7400",7400,0
"7401",7401,0
"7402",7402,278.641537198163
"7403",7403,119.901786737433
"7404",7404,830.458543580623
"7405",7405,165.600917555787
"7406",7406,0
"7407",7407,0
"7408",7408,0
"7409",7409,0
"7410",7410,0
"7411",7411,0
"7412",7412,54.0194129820686
"7413",7413,52.4399751665075
"7414",7414,0
"7415",7415,0
"7416",7416,0
"7417",7417,0
"7418",7418,0
"7419",7419,145.611959526987
"7420",7420,751.661765711715
"7421",7421,669.640039931613
"7422",7422,287.328804503091
"7423",7423,150.991814446065
"7424",7424,108.433666307877
"7425",7425,10.5186595780402
"7426",7426,117.487129179816
"7427",7427,0
"7428",7428,0
"7429",7429,0
"7430",7430,0
"7431",7431,0
"7432",7432,0
"7433",7433,0
"7434",7434,0
"7435",7435,130.719506428542
"7436",7436,0
"7437",7437,0
"7438",7438,0
"7439",7439,0
"7440",7440,0
"7441",7441,0
"7442",7442,0
"7443",7443,0
"7444",7444,0
"7445",7445,0
"7446",7446,304.360086123788
"7447",7447,0
"7448",7448,0
"7449",7449,487.229446789204
"7450",7450,579.757607043084
"7451",7451,346.421167080985
"7452",7452,0
"7453",7453,340.463831685705
"7454",7454,188.731121353473
"7455",7455,141.71775937572
"7456",7456,191.29707303529
"7457",7457,178.28568374241
"7458",7458,150.961895949332
"7459",7459,39.7301941079955
"7460",7460,118.666591751569
"7461",7461,175.91193319404
"7462",7462,426.738988009135
"7463",7463,242.191254081934
"7464",7464,306.180871976265
"7465",7465,104.490628826872
"7466",7466,0
"7467",7467,0
"7468",7468,0
"7469",7469,0
"7470",7470,62.0398644656403
"7471",7471,0
"7472",7472,75.927728545048
"7473",7473,29.9015133394507
"7474",7474,0
"7475",7475,40.7587783543679
"7476",7476,64.1671355187146
"7477",7477,0
"7478",7478,0
"7479",7479,812.583331508276
"7480",7480,565.410291689124
"7481",7481,833.603163829452
"7482",7482,465.283802835879
"7483",7483,985.191386499065
"7484",7484,1327.82837854244
"7485",7485,448.887930131785
"7486",7486,326.610110360053
"7487",7487,440.888893533684
"7488",7488,570.35437139506
"7489",7489,139.856245003149
"7490",7490,193.72167559663
"7491",7491,462.307113062161
"7492",7492,176.820641067228
"7493",7493,171.009251144587
"7494",7494,232.94044781162
"7495",7495,0
"7496",7496,0
"7497",7497,100.674712771549
"7498",7498,56.825375001568
"7499",7499,174.419536569763
"7500",7500,69.4081010729036
"7501",7501,83.9406821010426
"7502",7502,360.042596174861
"7503",7503,58.9711825832564
"7504",7504,0
"7505",7505,0
"7506",7506,89.3293295527069
"7507",7507,0
"7508",7508,0
"7509",7509,0
"7510",7510,0
"7511",7511,0
"7512",7512,1258.76815061863
"7513",7513,1858.02044264637
"7514",7514,1887.71639436797
"7515",7515,1049.22822661861
"7516",7516,439.294213462974
"7517",7517,707.988093745235
"7518",7518,0
"7519",7519,0
"7520",7520,409.059603776875
"7521",7521,301.733374906537
"7522",7522,0
"7523",7523,0
"7524",7524,314.342768684986
"7525",7525,232.507870687653
"7526",7526,505.401903765127
"7527",7527,0
"7528",7528,0
"7529",7529,0
"7530",7530,0
"7531",7531,0
"7532",7532,0
"7533",7533,0
"7534",7534,53.6126655850232
"7535",7535,115.192053890277
"7536",7536,70.4496691562874
"7537",7537,0
"7538",7538,91.7226804142429
"7539",7539,108.346509524793
"7540",7540,153.929955463539
"7541",7541,0
"7542",7542,600.695346488134
"7543",7543,837.040939689747
"7544",7544,967.873305672774
"7545",7545,766.274487599653
"7546",7546,67.4980360695626
"7547",7547,60.4923340115084
"7548",7548,13.7548142788017
"7549",7549,0
"7550",7550,0
"7551",7551,0
"7552",7552,0
"7553",7553,0
"7554",7554,164.268095907979
"7555",7555,186.84879379871
"7556",7556,0
"7557",7557,0
"7558",7558,0
"7559",7559,0
"7560",7560,0
"7561",7561,536.299555740175
"7562",7562,450.509000254106
"7563",7563,238.448232724199
"7564",7564,477.472220836429
"7565",7565,0
"7566",7566,0
"7567",7567,302.574634489741
"7568",7568,309.096426846695
"7569",7569,0
"7570",7570,0
"7571",7571,0
"7572",7572,232.258415659421
"7573",7573,195.404858689267
"7574",7574,64.0947302720153
"7575",7575,191.299159310407
"7576",7576,231.530562356736
"7577",7577,55.32965380859
"7578",7578,76.4684416402854
"7579",7579,205.266812352572
"7580",7580,64.3226329184075
"7581",7581,145.967209178086
"7582",7582,194.126281992121
"7583",7583,314.812189668422
"7584",7584,800.394684731762
"7585",7585,311.856739925991
"7586",7586,396.480143912819
"7587",7587,0
"7588",7588,0
"7589",7589,136.646678083349
"7590",7590,50.7268033951882
"7591",7591,0
"7592",7592,55.3743290634128
"7593",7593,0
"7594",7594,0
"7595",7595,0
"7596",7596,49.0803266994391
"7597",7597,0
"7598",7598,481.546650179348
"7599",7599,301.270065595658
"7600",7600,991.555779987247
"7601",7601,687.571919726444
"7602",7602,467.904201709403
"7603",7603,635.058958455723
"7604",7604,198.060725194116
"7605",7605,615.972084334361
"7606",7606,713.930367405137
"7607",7607,394.007272346546
"7608",7608,486.902434411791
"7609",7609,220.177288781267
"7610",7610,34.7445992298162
"7611",7611,132.209025257586
"7612",7612,71.8634103399713
"7613",7613,344.567299030663
"7614",7614,107.289925888144
"7615",7615,191.203221373224
"7616",7616,64.7996929990192
"7617",7617,270.009681375385
"7618",7618,115.185710256451
"7619",7619,225.030026081778
"7620",7620,173.462599147757
"7621",7621,144.754705506192
"7622",7622,384.360298236679
"7623",7623,170.912459068694
"7624",7624,177.248129214288
"7625",7625,0
"7626",7626,526.888901235057
"7627",7627,581.783249023514
"7628",7628,0
"7629",7629,0
"7630",7630,0
"7631",7631,0
"7632",7632,0
"7633",7633,1424.47057274644
"7634",7634,0
"7635",7635,0
"7636",7636,0
"7637",7637,287.956673989339
"7638",7638,286.186358662663
"7639",7639,959.061341886592
"7640",7640,968.614340674228
"7641",7641,528.01758079328
"7642",7642,693.375549675663
"7643",7643,403.509604121164
"7644",7644,278.001636493375
"7645",7645,234.730113674412
"7646",7646,56.1368669751555
"7647",7647,0
"7648",7648,539.99246564329
"7649",7649,387.525869755308
"7650",7650,0
"7651",7651,0
"7652",7652,0
"7653",7653,0
"7654",7654,0
"7655",7655,0
"7656",7656,0
"7657",7657,405.218453243657
"7658",7658,499.819774676523
"7659",7659,40.5235856503015
"7660",7660,34.7381629816336
"7661",7661,176.701468281628
"7662",7662,373.637727597904
"7663",7663,75.6008913610682
"7664",7664,72.8606390586707
"7665",7665,79.6344818102755
"7666",7666,0
"7667",7667,0
"7668",7668,0
"7669",7669,62.5544477748624
"7670",7670,408.297776082342
"7671",7671,136.053176116012
"7672",7672,582.063674806087
"7673",7673,476.190705203596
"7674",7674,178.362896487248
"7675",7675,0
"7676",7676,0
"7677",7677,0
"7678",7678,0
"7679",7679,0
"7680",7680,0
"7681",7681,0
"7682",7682,303.571764138727
"7683",7683,243.912080903235
"7684",7684,393.423202852862
"7685",7685,446.7178630349
"7686",7686,445.240304797658
"7687",7687,747.899447960106
"7688",7688,343.536415932337
"7689",7689,364.654227079532
"7690",7690,341.941764663293
"7691",7691,291.168160156171
"7692",7692,106.896635939995
"7693",7693,145.917763215524
"7694",7694,40.1079551733991
"7695",7695,107.419969607313
"7696",7696,0
"7697",7697,82.6632651769118
"7698",7698,0
"7699",7699,197.939718006545
"7700",7700,0
"7701",7701,54.3246377577486
"7702",7702,99.7817822605829
"7703",7703,57.8369935079226
"7704",7704,80.9447400045051
"7705",7705,43.1695805515529
"7706",7706,76.8728569746739
"7707",7707,217.336522750528
"7708",7708,178.116949228288
"7709",7709,207.535932069191
"7710",7710,149.197927606828
"7711",7711,286.385217850788
"7712",7712,163.892094116179
"7713",7713,0
"7714",7714,0
"7715",7715,0
"7716",7716,0
"7717",7717,0
"7718",7718,52.7795655056791
"7719",7719,58.937041970456
"7720",7720,49.7958234034959
"7721",7721,67.9725322873064
"7722",7722,524.749056583135
"7723",7723,853.091481102522
"7724",7724,561.012238713178
"7725",7725,405.182611833481
"7726",7726,838.591349048052
"7727",7727,789.235047221905
"7728",7728,447.304604614104
"7729",7729,329.86145491647
"7730",7730,699.311220310104
"7731",7731,395.079737634618
"7732",7732,116.481826294206
"7733",7733,147.672593136651
"7734",7734,493.851535835164
"7735",7735,915.173958679829
"7736",7736,265.791272572554
"7737",7737,307.705456319606
"7738",7738,238.950557722581
"7739",7739,186.321958503012
"7740",7740,511.689402549231
"7741",7741,37.714592539353
"7742",7742,357.097935784251
"7743",7743,140.013294336709
"7744",7744,758.76759072916
"7745",7745,0
"7746",7746,0
"7747",7747,915.111672019323
"7748",7748,343.575864290013
"7749",7749,0
"7750",7750,228.844264390599
"7751",7751,264.979530638149
"7752",7752,0
"7753",7753,393.148612118012
"7754",7754,599.572721211484
"7755",7755,1009.97785369045
"7756",7756,921.05891270709
"7757",7757,600.775152835755
"7758",7758,442.510055388256
"7759",7759,172.632531895559
"7760",7760,80.7804536156865
"7761",7761,0
"7762",7762,0
"7763",7763,0
"7764",7764,0
"7765",7765,620.507323192733
"7766",7766,926.089605706292
"7767",7767,1127.59464424366
"7768",7768,0
"7769",7769,0
"7770",7770,0
"7771",7771,0
"7772",7772,584.961960804763
"7773",7773,1411.98562009046
"7774",7774,384.756975697564
"7775",7775,428.47726507165
"7776",7776,581.68772490958
"7777",7777,430.345046506843
"7778",7778,667.180706746931
"7779",7779,597.38552926417
"7780",7780,1027.48737124206
"7781",7781,296.847864220768
"7782",7782,19.1791817117869
"7783",7783,970.550822448043
"7784",7784,633.434769595987
"7785",7785,28.1762294162656
"7786",7786,0
"7787",7787,214.46097633253
"7788",7788,1318.55865230541
"7789",7789,810.710918476152
"7790",7790,326.277412745237
"7791",7791,201.882582738895
"7792",7792,241.918874492813
"7793",7793,269.277114685296
"7794",7794,0
"7795",7795,0
"7796",7796,0
"7797",7797,0
"7798",7798,0
"7799",7799,0
"7800",7800,201.28020364883
"7801",7801,169.026529026001
"7802",7802,0
"7803",7803,348.208375595225
"7804",7804,537.884527599084
"7805",7805,412.793632434998
"7806",7806,133.310279353304
"7807",7807,46.059861274374
"7808",7808,136.706751237351
"7809",7809,76.3480902988737
"7810",7810,249.406204330977
"7811",7811,139.232547256336
"7812",7812,57.4075680690525
